Date,Open,High,Low,Close,Adj Close,Volume
2023-04-28,65200.0,65900.0,65000.0,65500.0,65174.75390625,19699481
2023-05-02,66000.0,66300.0,65100.0,65700.0,65373.76171875,14396948
2023-05-03,65100.0,65600.0,64900.0,65400.0,65075.25,8876749
2023-05-04,65600.0,65700.0,64700.0,65100.0,64776.73828125,9791064
2023-05-08,66300.0,66300.0,65400.0,65900.0,65572.765625,9405365
2023-05-09,65800.0,65800.0,65100.0,65300.0,64975.74609375,9366861
2023-05-10,65500.0,65500.0,64300.0,64600.0,64279.22265625,13057727
2023-05-11,64700.0,65100.0,64200.0,64200.0,63881.20703125,11648905
2023-05-12,63700.0,64600.0,63600.0,64100.0,63781.703125,8693913
2023-05-15,64100.0,64600.0,63900.0,64500.0,64179.71875,8172021
2023-05-16,65800.0,65900.0,65300.0,65400.0,65075.25,12334657
2023-05-17,65900.0,65900.0,64800.0,65000.0,64677.234375,10745504
2023-05-18,66000.0,66200.0,65700.0,66200.0,65871.2734375,14431704
2023-05-19,67800.0,68400.0,67500.0,68400.0,68060.3515625,20349345
2023-05-22,68400.0,69000.0,68000.0,68500.0,68159.859375,14470308
2023-05-23,68500.0,68700.0,68100.0,68400.0,68060.3515625,8561643
2023-05-24,68100.0,68700.0,68000.0,68500.0,68159.859375,8192896
2023-05-25,69900.0,70000.0,68700.0,68800.0,68458.3671875,14231160
2023-05-26,69800.0,70400.0,69500.0,70300.0,69950.921875,19549511
2023-05-30,71300.0,72300.0,71200.0,72300.0,71940.984375,27476897
2023-05-31,72400.0,72500.0,71000.0,71400.0,71045.453125,25666087
2023-06-01,70900.0,71600.0,70600.0,70900.0,70547.9375,14669296
2023-06-02,71700.0,72200.0,71600.0,72200.0,71841.484375,12161798
2023-06-05,72700.0,72700.0,71400.0,71700.0,71343.96875,12686829
2023-06-07,71300.0,71600.0,70800.0,71000.0,70647.4453125,14796613
2023-06-08,70400.0,70900.0,70000.0,70900.0,70547.9375,19165568
2023-06-09,71100.0,72300.0,70800.0,72000.0,71642.4765625,15050209
2023-06-12,72100.0,72400.0,70800.0,71000.0,70647.4453125,12064287
2023-06-13,71700.0,72200.0,71600.0,72000.0,71642.4765625,13227285
2023-06-14,72100.0,72200.0,71100.0,71900.0,71542.9765625,12541046
2023-06-15,72100.0,72300.0,71300.0,71500.0,71144.9609375,13614994
2023-06-16,71800.0,71900.0,70900.0,71800.0,71443.46875,15373696
2023-06-19,71300.0,71700.0,70900.0,71200.0,70846.4453125,11100887
2023-06-20,70700.0,71400.0,70400.0,71400.0,71045.453125,11557883
2023-06-21,70700.0,71200.0,70400.0,70500.0,70149.921875,10626603
2023-06-22,70200.0,71500.0,70100.0,71300.0,70945.953125,11411007
2023-06-23,72000.0,72200.0,71600.0,71600.0,71244.4609375,12329484
2023-06-26,71700.0,72500.0,71500.0,72400.0,72040.4921875,10541901
2023-06-27,72500.0,72600.0,72000.0,72600.0,72239.5,9442997
2023-06-28,72600.0,72700.0,72000.0,72700.0,72339.0,8783093
2023-06-29,73100.0,73400.0,72400.0,72400.0,72400.0,12229967
2023-06-30,72500.0,72700.0,71700.0,72200.0,72200.0,11694765
2023-07-03,72700.0,73200.0,72600.0,73000.0,73000.0,10722181
2023-07-04,73400.0,73600.0,72900.0,73000.0,73000.0,10214350
2023-07-05,73000.0,73300.0,71900.0,72000.0,72000.0,12310610
2023-07-06,71900.0,72400.0,71500.0,71600.0,71600.0,14777667
2023-07-07,71100.0,71400.0,69800.0,69900.0,69900.0,17308877
2023-07-10,70000.0,70400.0,69200.0,69500.0,69500.0,11713926
2023-07-11,70200.0,71500.0,70100.0,71500.0,71500.0,12177392
2023-07-12,71200.0,72000.0,71100.0,71900.0,71900.0,10375581
2023-07-13,72400.0,72600.0,71900.0,71900.0,71900.0,14417279
2023-07-14,72500.0,73400.0,72400.0,73400.0,73400.0,15882519
2023-07-17,73200.0,73500.0,72800.0,73300.0,73300.0,10060049
2023-07-18,73200.0,73500.0,72000.0,72000.0,72000.0,11697900
2023-07-19,72700.0,72800.0,71300.0,71700.0,71700.0,10896412
2023-07-20,71100.0,71500.0,70800.0,71000.0,71000.0,9732730
2023-07-21,70400.0,70400.0,69400.0,70300.0,70300.0,16528926
2023-07-24,70100.0,70900.0,69900.0,70400.0,70400.0,13418597
2023-07-25,70000.0,70500.0,69800.0,70000.0,70000.0,14314945
2023-07-26,69800.0,70600.0,68100.0,69800.0,69800.0,30016221
2023-07-27,69900.0,71700.0,69300.0,71700.0,71700.0,24261179
2023-07-28,71800.0,72400.0,70100.0,70600.0,70600.0,19420683
2023-07-31,70900.0,71000.0,69800.0,69800.0,69800.0,13035420
2023-08-01,70100.0,71200.0,70000.0,71100.0,71100.0,12299254
2023-08-02,70700.0,71000.0,69800.0,69900.0,69900.0,13835020
2023-08-03,69900.0,70200.0,68500.0,68800.0,68800.0,20087090
2023-08-04,68800.0,69100.0,68200.0,68300.0,68300.0,12360193
2023-08-07,67700.0,69200.0,67600.0,68500.0,68500.0,10968505
2023-08-08,69000.0,69100.0,67400.0,67600.0,67600.0,14664709
2023-08-09,68000.0,69600.0,67900.0,68900.0,68900.0,17259673
2023-08-10,68300.0,68500.0,67800.0,68000.0,68000.0,10227311
2023-08-11,68400.0,68800.0,67500.0,67500.0,67500.0,9781038
2023-08-14,67500.0,67900.0,66900.0,67300.0,67300.0,9352343
2023-08-16,66700.0,67100.0,66300.0,67000.0,67000.0,13174578
2023-08-17,66300.0,66800.0,66000.0,66700.0,66700.0,10778652
2023-08-18,66000.0,66700.0,65800.0,66300.0,66300.0,11745006
2023-08-21,66600.0,67100.0,66300.0,66600.0,66600.0,9720067
2023-08-22,67200.0,67700.0,66300.0,66600.0,66600.0,10500242
2023-08-23,66700.0,67100.0,66400.0,67100.0,67100.0,9549352
2023-08-24,68300.0,68700.0,67900.0,68200.0,68200.0,15044463
2023-08-25,67100.0,67400.0,66900.0,67100.0,67100.0,7032462
